White,Black,Result,Round,Date,Opening,View,Unnamed: 0,Name,Name.1,ELO,Points
"Vignesh N R,","Soham Datar,",½-½,7.27,"Jan 13, 2020","B90 Sicilian, Najdorf",,,,,,
"Karthik, V","Rozum, I",½-½,7.3,"Jan 13, 2020",A05 Reti opening,,,,,,
"Fedorov, A","Nigmatov, O",1-0,7.4,"Jan 13, 2020","B23 Sicilian, closed",,,,,,
"Ghosh, D","Lugovskoy, M",½-½,7.5,"Jan 13, 2020",A13 English opening,,,,,,
"Gusain, H","Visakh N R,",1-0,7.6,"Jan 13, 2020","B23 Sicilian, closed",,,,,,
"Pranesh, M","Stupak, K",½-½,7.7,"Jan 13, 2020","B04 Alekhine's defence, modern variation",,,,,,
"Shyam, N","Amonatov, F",½-½,7.8,"Jan 13, 2020","B91 Sicilian, Najdorf, Zagreb (fianchetto) variation",,,,,,
"Krishna, C","Gupta, A",0-1,7.9,"Jan 13, 2020",E60 King's Indian defence,,,,,,
"Aleksandrov, A","Fedorov, A",½-½,8.1,"Jan 14, 2020","E76 King's Indian, Four pawns attack",,,,,,
"Amonatov, F","Hesham, A",½-½,8.1,"Jan 14, 2020",C53 Giuoco Piano,,,,,,
"Karthikeyan, M","Dzhumaev, M",1-0,8.11,"Jan 14, 2020",C41 Philidor's defence,,,,,,
"Khusenkhojaev, M","Pantsulaia, L",0-1,8.12,"Jan 14, 2020",A13 English opening,,,,,,
"Karthikeyan, P","Mchedlishvili, M",0-1,8.13,"Jan 14, 2020",A61 Benoni defence,,,,,,
"Audi, A","Bogdanovich, S",1-0,8.14,"Jan 14, 2020",C41 Philidor's defence,,,,,,
"David, A","Sammed Jaykumar, S",1-0,8.15,"Jan 14, 2020","A07 Reti, King's Indian attack (Barcza system)",,,,,,
"Rathnakaran, K","Gholami, A",1-0,8.16,"Jan 14, 2020",B40 Sicilian defence,,,,,,
"Debashis, D","Muthaiah, A",1-0,8.17,"Jan 14, 2020","D36 Queen's Gambit Declined, exchange, positional line, 6.Qc2",,,,,,
"Visakh N R,","Abdisalimov, A",1-0,8.18,"Jan 14, 2020","A54 Old Indian, Ukrainian variation",,,,,,
"Srihari, L","Yudin, S",1-0,8.19,"Jan 14, 2020","D31 Queen's Gambit Declined, 3.Nc3",,,,,,
"Gupta, A","Gusain, H",1-0,8.2,"Jan 14, 2020","D31 Queen's Gambit Declined, 3.Nc3",,,,,,
"Rohith, K","Harsha, B",0-1,8.2,"Jan 14, 2020","D45 Queen's Gambit Declined semi-Slav, 5.e3",,,,,,
"Saurabh Anand,","Vasquez Schroeder, R",1-0,8.21,"Jan 14, 2020","B92 Sicilian, Najdorf, Opovcensky variation",,,,,,
"Nigmatov, O","Sangma, R",1-0,8.22,"Jan 14, 2020",C53 Giuoco Piano,,,,,,
"Taher, Y","Aaryan, V",½-½,8.23,"Jan 14, 2020","D35 Queen's Gambit Declined, 3...Nf6",,,,,,
"Mota, P","Shyam, N",0-1,8.24,"Jan 14, 2020","B22 Sicilian, Alapin's variation (2.c3)",,,,,,
"Rahman, Z","Manish Anto, C",½-½,8.25,"Jan 14, 2020",A05 Reti opening,,,,,,
"Goganov, A","Anadkat, K",½-½,8.26,"Jan 14, 2020","E18 Queen's Indian, old main line, 7.Nc3",,,,,,
"Lalith, B","Aradhya, G",1-0,8.27,"Jan 14, 2020","D17 Queen's Gambit Declined Slav, Czech defence",,,,,,
"Vishnu Prasanna. V,","Martinez Alcantara, J",0-1,8.3,"Jan 14, 2020","E43 Nimzo-Indian, Fischer variation",,,,,,
"Yakubboev, N","Kaczur, F",1-0,8.4,"Jan 14, 2020",A21 English opening,,,,,,
"Rozum, I","Neelash, S",½-½,8.5,"Jan 14, 2020",A13 English opening,,,,,,
"Lokesh, N","Ghosh, D",0-1,8.6,"Jan 14, 2020",C00 French defence,,,,,,
"Tukhaev, A","Pranesh, M",0-1,8.7,"Jan 14, 2020","C67 Ruy Lopez, Berlin defence, open variation",,,,,,
"Stupak, K","Karthik, V",1-0,8.8,"Jan 14, 2020",A43 Old Benoni defence,,,,,,
"Lugovskoy, M","Ponkratov, P",0-1,8.9,"Jan 14, 2020","B16 Caro-Kann, Bronstein-Larsen variation",,,,,,
"Martinez Alcantara, J","Aleksandrov, A",0-1,9.1,"Jan 15, 2020","C65 Ruy Lopez, Berlin defence",,,,,,
"Gusain, H","David, A",½-½,9.1,"Jan 15, 2020",B12 Caro-Kann defence,,,,,,
"Neelash, S","Debashis, D",½-½,9.11,"Jan 15, 2020","D98 Gruenfeld, Russian, Smyslov variation",,,,,,
"Srihari, L","Visakh N R,",0-1,9.12,"Jan 15, 2020",A41 Queen's Pawn,,,,,,
"Kaczur, F","Saurabh Anand,",1-0,9.13,"Jan 15, 2020","C88 Ruy Lopez, closed",,,,,,
"Das, S","Amonatov, F",½-½,9.14,"Jan 15, 2020","B51 Sicilian, Canal-Sokolsky (Nimzovich-Rossolimo, Moscow) attack",,,,,,
"Eraschenkov, D","Lalith, B",0-1,9.15,"Jan 15, 2020",A13 English opening,,,,,,
"Manish Anto, C","Tukhaev, A",0-1,9.16,"Jan 15, 2020",C60 Ruy Lopez (Spanish opening),,,,,,
"Aaryan, V","Rios, C",0-1,9.17,"Jan 15, 2020",E11 Bogo-Indian defence,,,,,,
"Karthik, V","Manik, M",1-0,9.18,"Jan 15, 2020","B67 Sicilian, Richter-Rauzer, Rauzer attack, 7...a6 defence, 8...Bd7",,,,,,
"Raahul, V","Vishnu Prasanna. V,",0-1,9.19,"Jan 15, 2020",A21 English opening,,,,,,
"Ghosh, D","Gupta, A",0-1,9.2,"Jan 15, 2020","A29 English, four knights, kingside fianchetto",,,,,,
"Nguyen Van Huy,","Lokesh, N",1-0,9.2,"Jan 15, 2020","E06 Catalan, closed, 5.Nf3",,,,,,
"Pranav, V","Taher, Y",½-½,9.21,"Jan 15, 2020",B27 Sicilian defence,,,,,,
"Anadkat, K","Lugovskoy, M",0-1,9.22,"Jan 15, 2020",C11 French defence,,,,,,
"Krishna, C","Varun, V",1-0,9.23,"Jan 15, 2020","A49 King's Indian, fianchetto without c4",,,,,,
"Jain, K","Rahman, Z",1-0,9.24,"Jan 15, 2020",B06 Robatsch (modern) defence,,,,,,
"Hesham, A","Vaibhav, J",0-1,9.25,"Jan 15, 2020","E15 Queen's Indian, 4.g3",,,,,,
"Gandhi, A","Goganov, A",0-1,9.26,"Jan 15, 2020","B48 Sicilian, Taimanov variation",,,,,,
"Bogdanovich, S","Kiran, M",1-0,9.27,"Jan 15, 2020","B51 Sicilian, Canal-Sokolsky (Nimzovich-Rossolimo, Moscow) attack",,,,,,
"Pranesh, M","Yakubboev, N",½-½,9.3,"Jan 15, 2020","B96 Sicilian, Najdorf, 7.f4",,,,,,
"Fedorov, A","Stupak, K",½-½,9.4,"Jan 15, 2020",C00 French defence,,,,,,
"Ponkratov, P","Audi, A",1-0,9.5,"Jan 15, 2020",C45 Scotch game,,,,,,
"Harsha, B","Karthikeyan, M",½-½,9.6,"Jan 15, 2020","E74 King's Indian, Averbakh, 6...c5",,,,,,
"Pantsulaia, L","Nigmatov, O",1-0,9.7,"Jan 15, 2020","E62 King's Indian, fianchetto variation",,,,,,
"Mchedlishvili, M","Rathnakaran, K",½-½,9.8,"Jan 15, 2020","C05 French, Tarrasch, closed variation",,,,,,
"Shyam, N","Rozum, I",1-0,9.9,"Jan 15, 2020","A54 Old Indian, Ukrainian variation",,,,,,
"Gupta, A","Aleksandrov, A",1-0,10.1,"Jan 16, 2020",E20 Nimzo-Indian defence,,,,,,
"Lalith, B","Nguyen Van Huy,",1-0,10.1,"Jan 16, 2020","E51 Nimzo-Indian, 4.e3 e8g8, 5.Nf3 d7d5",,,,,,
"Rathnakaran, K","Ghosh, D",1-0,10.11,"Jan 16, 2020",B10 Caro-Kann defence,,,,,,
"Tukhaev, A","Krishna, C",0-1,10.12,"Jan 16, 2020","C07 French, Tarrasch, open variation",,,,,,
"Debashis, D","Gusain, H",1-0,10.13,"Jan 16, 2020","A88 Dutch, Leningrad, main variation with c6",,,,,,
"Vaibhav, J","Harsha, B",0-1,10.14,"Jan 16, 2020","A07 Reti, King's Indian attack (Barcza system)",,,,,,
"Rios, C","Jain, K",1-0,10.15,"Jan 16, 2020","E70 King's Indian, 4.e4",,,,,,
"Amonatov, F","Neelash, S",1-0,10.16,"Jan 16, 2020",B15 Caro-Kann defence,,,,,,
"Goganov, A","Sammed Jaykumar, S",1-0,10.17,"Jan 16, 2020","E06 Catalan, closed, 5.Nf3",,,,,,
"Rozum, I","Abdisalimov, A",½-½,10.18,"Jan 16, 2020","E62 King's Indian, fianchetto variation",,,,,,
"Bogdanovich, S","Sahoo, U",0-1,10.19,"Jan 16, 2020",C34 King's gambit accepted,,,,,,
"Shyam, N","Ponkratov, P",0-1,10.2,"Jan 16, 2020",A05 Reti opening,,,,,,
"Audi, A","Grover, S",½-½,10.2,"Jan 16, 2020",C50 King's pawn game,,,,,,
"Sangma, R","Yudin, S",½-½,10.21,"Jan 16, 2020",C41 Philidor's defence,,,,,,
"Vasquez Schroeder, R","Srihari, L",0-1,10.22,"Jan 16, 2020",A41 Queen's Pawn,,,,,,
"Rohith, K","Vignesh N R,",½-½,10.23,"Jan 16, 2020","E61 King's Indian defence, 3.Nc3",,,,,,
"Nigmatov, O","Pranav, V",0-1,10.24,"Jan 16, 2020",C55 Two knights defence,,,,,,
"Taher, Y","Wagh, S",1-0,10.25,"Jan 16, 2020",B01 Scandinavian (centre counter) defence,,,,,,
"Saurabh Anand,","Neverov, V",1-0,10.26,"Jan 16, 2020","B66 Sicilian, Richter-Rauzer, Rauzer attack, 7...a6",,,,,,
"Liyanage, R","Das, S",0-1,10.27,"Jan 16, 2020","B51 Sicilian, Canal-Sokolsky (Nimzovich-Rossolimo, Moscow) attack",,,,,,
"Stupak, K","Pantsulaia, L",0-1,10.3,"Jan 16, 2020","A31 English, symmetrical, Benoni formation",,,,,,
"Yakubboev, N","Fedorov, A",½-½,10.4,"Jan 16, 2020",A43 Old Benoni defence,,,,,,
"Visakh N R,","Pranesh, M",0-1,10.5,"Jan 16, 2020","E46 Nimzo-Indian, 4.e3 O-O",,,,,,
"Karthikeyan, M","Kaczur, F",1-0,10.6,"Jan 16, 2020","C78 Ruy Lopez, 5.O-O",,,,,,
"Lugovskoy, M","Martinez Alcantara, J",½-½,10.7,"Jan 16, 2020",A45 Queen's pawn game,,,,,,
"Vishnu Prasanna. V,","Mchedlishvili, M",0-1,10.8,"Jan 16, 2020","D85 Gruenfeld, exchange variation",,,,,,
"David, A","Karthik, V",½-½,10.9,"Jan 16, 2020","A33 English, symmetrical variation",,,,,,
"Galperin, P","Sargsyan, A",½-½,1.1,"Jan 09, 2020","C81 Ruy Lopez, open, Howell attack",,,,,,
"Shahinyan, D","Barseghyan, A",1-0,1.2,"Jan 09, 2020","A67 Benoni, Taimanov variation",,,,,,
"Davtyan, A","Hayrapetyan, H",1-0,1.3,"Jan 09, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Matviishen, V","Pogosyan, S",1-0,1.4,"Jan 09, 2020",D30 Queen's gambit declined,,,,,,
"Levin, E","Sturua, Z",½-½,1.5,"Jan 09, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Sargsyan, A","Sturua, Z",0-1,2.1,"Jan 10, 2020","E62 King's Indian, fianchetto variation",,,,,,
"Pogosyan, S","Levin, E",0-1,2.2,"Jan 10, 2020","E15 Queen's Indian, 4.g3",,,,,,
"Hayrapetyan, H","Matviishen, V",1-0,2.3,"Jan 10, 2020","D45 Queen's Gambit Declined semi-Slav, 5.e3",,,,,,
"Barseghyan, A","Davtyan, A",0-1,2.4,"Jan 10, 2020","A15 English, 1...Nf6 (Anglo-Indian defense)",,,,,,
"Galperin, P","Shahinyan, D",1-0,2.5,"Jan 10, 2020",A40 Queen's pawn,,,,,,
"Shahinyan, D","Sargsyan, A",1-0,3.1,"Jan 11, 2020","A11 English, Caro-Kann defensive system",,,,,,
"Davtyan, A","Galperin, P",0-1,3.2,"Jan 11, 2020","E73 King's Indian, 5.Be2",,,,,,
"Matviishen, V","Barseghyan, A",0-1,3.3,"Jan 11, 2020",A90 Dutch defence,,,,,,
"Levin, E","Hayrapetyan, H",0-1,3.4,"Jan 11, 2020","D45 Queen's Gambit Declined semi-Slav, 5.e3",,,,,,
"Sturua, Z","Pogosyan, S",1-0,3.5,"Jan 11, 2020",A50 Queen's pawn game,,,,,,
"Sargsyan, A","Pogosyan, S",0-1,4.1,"Jan 12, 2020","E62 King's Indian, fianchetto variation",,,,,,
"Barseghyan, A","Levin, E",½-½,4.2,"Jan 12, 2020",D05 Queen's pawn game,,,,,,
"Hayrapetyan, H","Sturua, Z",1-0,4.3,"Jan 12, 2020","D31 Queen's Gambit Declined, 3.Nc3",,,,,,
"Galperin, P","Matviishen, V",0-1,4.4,"Jan 12, 2020",D43 Queen's Gambit Declined semi-Slav,,,,,,
"Shahinyan, D","Davtyan, A",½-½,4.5,"Jan 12, 2020",A13 English opening,,,,,,
"Davtyan, A","Sargsyan, A",1-0,5.1,"Jan 13, 2020","D17 Queen's Gambit Declined Slav, Czech defence",,,,,,
"Matviishen, V","Shahinyan, D",1-0,5.2,"Jan 13, 2020",A90 Dutch defence,,,,,,
"Levin, E","Galperin, P",½-½,5.3,"Jan 13, 2020","E97 King's Indian, orthodox, Aronin-Taimanov variation (Yugoslav attack / Mar del Plata variation)",,,,,,
"Sturua, Z","Barseghyan, A",1-0,5.4,"Jan 13, 2020",A04 Reti opening,,,,,,
"Pogosyan, S","Hayrapetyan, H",0-1,5.5,"Jan 13, 2020",B56 Sicilian,,,,,,
"Sargsyan, A","Hayrapetyan, H",1-0,6.1,"Jan 14, 2020",D05 Queen's pawn game,,,,,,
"Barseghyan, A","Pogosyan, S",½-½,6.2,"Jan 14, 2020",A46 Queen's pawn game,,,,,,
"Galperin, P","Sturua, Z",½-½,6.3,"Jan 14, 2020","A14 English, Neo-Catalan declined",,,,,,
"Shahinyan, D","Levin, E",1-0,6.4,"Jan 14, 2020",A00 Polish (Sokolsky) opening,,,,,,
"Davtyan, A","Matviishen, V",0-1,6.5,"Jan 14, 2020","D27 Queen's Gambit Accepted, classical, 6...a6",,,,,,
"Matviishen, V","Sargsyan, A",0-1,7.1,"Jan 15, 2020","C77 Ruy Lopez, Morphy defence",,,,,,
"Levin, E","Davtyan, A",½-½,7.2,"Jan 15, 2020","D45 Queen's Gambit Declined semi-Slav, 5.e3",,,,,,
"Sturua, Z","Shahinyan, D",1-0,7.3,"Jan 15, 2020",A10 English opening,,,,,,
"Pogosyan, S","Galperin, P",½-½,7.4,"Jan 15, 2020",A04 Reti opening,,,,,,
"Hayrapetyan, H","Barseghyan, A",1-0,7.5,"Jan 15, 2020","A88 Dutch, Leningrad, main variation with c6",,,,,,
"Sargsyan, A","Barseghyan, A",0-1,8.1,"Jan 16, 2020","A67 Benoni, Taimanov variation",,,,,,
"Galperin, P","Hayrapetyan, H",0-1,8.2,"Jan 16, 2020",B50 Sicilian,,,,,,
"Shahinyan, D","Pogosyan, S",1-0,8.3,"Jan 16, 2020","A28 English, four knights system",,,,,,
"Davtyan, A","Sturua, Z",1-0,8.4,"Jan 16, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Matviishen, V","Levin, E",½-½,8.5,"Jan 16, 2020","E15 Queen's Indian, 4.g3",,,,,,
"Levin, E","Sargsyan, A",½-½,9.1,"Jan 17, 2020","D17 Queen's Gambit Declined Slav, Czech defence",,,,,,
"Sturua, Z","Matviishen, V",1-0,9.2,"Jan 17, 2020","A07 Reti, King's Indian attack (Barcza system)",,,,,,
"Pogosyan, S","Davtyan, A",½-½,9.3,"Jan 17, 2020","D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) system",,,,,,
"Hayrapetyan, H","Shahinyan, D",0-1,9.4,"Jan 17, 2020",A41 Queen's Pawn,,,,,,
"Barseghyan, A","Galperin, P",0-1,9.5,"Jan 17, 2020",A40 Queen's pawn,,,,,,
,,,,,,,,,"GM Mareco, Sandro",2619.0,7.0
,,,,,,,,,"GM Henriquez Villagra, Cristobal",2603.0,6.0
,,,,,,,,,"GM Mitkov, Nikola",2508.0,6.0
,,,,,,,,,"GM Cruz, Cristhian",2567.0,5.5
,,,,,,,,,"GM Almeida Quintana, Omar",2548.0,5.0
,,,,,,,,,"GM Cuenca Jimenez, Jose Fernando",2538.0,5.0
,,,,,,,,,"GM Huschenbeth, Niclas",2616.0,4.5
,,,,,,,,,"GM Gonzalez Zamora, Juan Carlos",2537.0,4.5
,,,,,,,,,"GM Zaragatski, Ilja",2507.0,4.5
,,,,,,,,,"GM Rodriguez Vila, Andres",2469.0,4.0
,,,,,,,,,"GM Romero Holmes, Alfonso",2415.0,4.0
,,,,,,,,,"IM Barrientos, Sergio",2458.0,2.5
,,,,,,,,,"Cu Hor, Winston",2301.0,2.5
,,,,,,,,,"IM Araujo Sanchez, Josue",2301.0,2.0
,,,,,,,,,"IM Juarez Flores, Carlos A",2374.0,1.5
,,,,,,,,,"GM Pruijssers, Roeland",2563.0,1.0
,,,,,,,,,"IM Calderin Gonzalez, Roberto",2423.0,1.0
,,,,,,,,,"IM Camacho Collados, Marcos",2408.0,1.0
,,,,,,,,,"IM Leyva, Hector",2319.0,1.0
,,,,,,,,,"IM Lorenzana, Wilson Estuardo",2239.0,1.0
,,,,,,,,,Show full players list,,
"Goryachkina, A","Ju, W",½-½,1,"Jan 05, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Ju, W","Goryachkina, A",½-½,2,"Jan 06, 2020","C67 Ruy Lopez, Berlin defence, open variation",,,,,,
"Goryachkina, A","Ju, W",½-½,3,"Jan 08, 2020","D41 Queen's Gambit Declined, Semi-Tarrasch, 5.cd",,,,,,
"Ju, W","Goryachkina, A",1-0,4,"Jan 09, 2020","D16 Queen's Gambit Declined Slav accepted, Alapin variation",,,,,,
"Goryachkina, A","Ju, W",1-0,5,"Jan 11, 2020","A18 English, Mikenas-Carls variation",,,,,,
"Ju, W","Goryachkina, A",½-½,6,"Jan 12, 2020","C67 Ruy Lopez, Berlin defence, open variation",,,,,,
"Ju, W","Goryachkina, A",½-½,7,"Jan 16, 2020","C65 Ruy Lopez, Berlin defence",,,,,,
"Goryachkina, A","Ju, W",1-0,8,"Jan 17, 2020","D35 Queen's Gambit Declined, 3...Nf6",,,,,,
"Ju, W","Goryachkina, A",1-0,9,"Jan 19, 2020",A06 Reti opening,,,,,,
"Goryachkina, A","Ju, W",0-1,10,"Jan 20, 2020","D35 Queen's Gambit Declined, 3...Nf6",,,,,,
"Ju, W","Goryachkina, A",½-½,11,"Jan 22, 2020","C67 Ruy Lopez, Berlin defence, open variation",,,,,,
"Goryachkina, A","Ju, W",1-0,12,"Jan 23, 2020",D00 Queen's pawn game,,,,,,
"Ju, W","Goryachkina, A",½-½,13 TB,"Jan 24, 2020","A07 Reti, King's Indian attack (Barcza system)",,,,,,
"Goryachkina, A","Ju, W",½-½,14 TB,"Jan 24, 2020","D35 Queen's Gambit Declined, 3...Nf6",,,,,,
"Ju, W","Goryachkina, A",1-0,15 TB,"Jan 24, 2020","A07 Reti, King's Indian attack (Barcza system)",,,,,,
"Goryachkina, A","Ju, W",½-½,16 TB,"Jan 24, 2020","D35 Queen's Gambit Declined, 3...Nf6",,,,,,
"Manafov, V","Maghalashvili, D",½-½,1.1,"Jan 04, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Eynullayev, A","Mustafayev, F",½-½,1.1,"Jan 04, 2020",D20 Queen's gambit accepted,,,,,,
"Mousavi, S","Pourramezanali, A",½-½,1.2,"Jan 04, 2020",C55 Two knights defence,,,,,,
"Muradli, M","Gadimbayli, A",0-1,1.2,"Jan 04, 2020","E15 Queen's Indian, 4.g3",,,,,,
"Al Hosani, O","Shanava, K",0-1,1.3,"Jan 04, 2020",D02 Queen's pawn game,,,,,,
"Daneshvar, B","Beydullayeva, G",1-0,1.3,"Jan 04, 2020",A09 Reti opening,,,,,,
"Eynullayev, A","Manafov, V",½-½,2.1,"Jan 05, 2020","B04 Alekhine's defence, modern variation",,,,,,
"Mustafayev, F","Maghalashvili, D",½-½,2.1,"Jan 05, 2020","A73 Benoni, classical, 9.O-O",,,,,,
"Muradli, M","Mousavi, S",1-0,2.2,"Jan 05, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Gadimbayli, A","Pourramezanali, A",½-½,2.2,"Jan 05, 2020","C01 French, exchange variation",,,,,,
"Daneshvar, B","Al Hosani, O",½-½,2.3,"Jan 05, 2020",A16 English opening,,,,,,
"Beydullayeva, G","Shanava, K",0-1,2.3,"Jan 05, 2020",D02 Queen's pawn game,,,,,,
"Manafov, V","Mustafayev, F",½-½,3.1,"Jan 05, 2020","D27 Queen's Gambit Accepted, classical, 6...a6",,,,,,
"Maghalashvili, D","Eynullayev, A",½-½,3.1,"Jan 05, 2020",A04 Reti opening,,,,,,
"Pourramezanali, A","Muradli, M",1-0,3.2,"Jan 05, 2020","E18 Queen's Indian, old main line, 7.Nc3",,,,,,
"Al Hosani, O","Beydullayeva, G",½-½,3.3,"Jan 05, 2020","E15 Queen's Indian, 4.g3",,,,,,
"Shanava, K","Daneshvar, B",1-0,3.3,"Jan 05, 2020","B13 Caro-Kann, exchange variation",,,,,,
"Maghalashvili, D","Mousavi, S",0-1,4.1,"Jan 06, 2020","A14 English, Neo-Catalan declined",,,,,,
"Mustafayev, F","Muradli, M",½-½,4.1,"Jan 06, 2020",A57 Benko gambit,,,,,,
"Pourramezanali, A","Al Hosani, O",1-0,4.2,"Jan 06, 2020",A20 English opening,,,,,,
"Gadimbayli, A","Daneshvar, B",½-½,4.2,"Jan 06, 2020",B10 Caro-Kann defence,,,,,,
"Shanava, K","Manafov, V",1-0,4.3,"Jan 06, 2020",A00 Polish (Sokolsky) opening,,,,,,
"Beydullayeva, G","Eynullayev, A",0-1,4.3,"Jan 06, 2020",A05 Reti opening,,,,,,
"Manafov, V","Muradli, M",0-1,5.1,"Jan 07, 2020",A41 Queen's Pawn,,,,,,
"Maghalashvili, D","Gadimbayli, A",½-½,5.1,"Jan 07, 2020","A07 Reti, King's Indian attack (Barcza system)",,,,,,
"Mousavi, S","Daneshvar, B",1-0,5.2,"Jan 07, 2020","B13 Caro-Kann, exchange variation",,,,,,
"Pourramezanali, A","Beydullayeva, G",1-0,5.2,"Jan 07, 2020",C50 King's pawn game,,,,,,
"Al Hosani, O","Eynullayev, A",1-0,5.3,"Jan 07, 2020","D72 Neo-Gruenfeld, 5.cd, main line",,,,,,
"Shanava, K","Mustafayev, F",0-1,5.3,"Jan 07, 2020",A00 Polish (Sokolsky) opening,,,,,,
"Mustafayev, F","Mousavi, S",0-1,6.1,"Jan 07, 2020","E24 Nimzo-Indian, Saemisch variation",,,,,,
"Eynullayev, A","Pourramezanali, A",0-1,6.1,"Jan 07, 2020","B36 Sicilian, accelerated fianchetto, Maroczy bind",,,,,,
"Gadimbayli, A","Al Hosani, O",1-0,6.2,"Jan 07, 2020","B51 Sicilian, Canal-Sokolsky (Nimzovich-Rossolimo, Moscow) attack",,,,,,
"Muradli, M","Shanava, K",½-½,6.2,"Jan 07, 2020",A09 Reti opening,,,,,,
"Beydullayeva, G","Manafov, V",1-0,6.3,"Jan 07, 2020",A13 English opening,,,,,,
"Daneshvar, B","Maghalashvili, D",½-½,6.3,"Jan 07, 2020","D31 Queen's Gambit Declined, 3.Nc3",,,,,,
"Al Hosani, O","Maghalashvili, D",½-½,7.1,"Jan 08, 2020","E06 Catalan, closed, 5.Nf3",,,,,,
"Daneshvar, B","Mustafayev, F",½-½,7.1,"Jan 08, 2020",D06 Queen's Gambit,,,,,,
"Manafov, V","Pourramezanali, A",0-1,7.2,"Jan 08, 2020","A64 Benoni, fianchetto, 11...Re8",,,,,,
"Eynullayev, A","Gadimbayli, A",½-½,7.2,"Jan 08, 2020",B01 Scandinavian (centre counter) defence,,,,,,
"Mousavi, S","Shanava, K",1-0,7.3,"Jan 08, 2020","B75 Sicilian, dragon, Yugoslav attack",,,,,,
"Muradli, M","Beydullayeva, G",1-0,7.3,"Jan 08, 2020",A22 English opening,,,,,,
"Daneshvar, B","Manafov, V",1-0,8.1,"Jan 09, 2020","B04 Alekhine's defence, modern variation",,,,,,
"Beydullayeva, G","Maghalashvili, D",0-1,8.1,"Jan 09, 2020","E06 Catalan, closed, 5.Nf3",,,,,,
"Eynullayev, A","Mousavi, S",½-½,8.2,"Jan 09, 2020","E09 Catalan, closed, main line",,,,,,
"Mustafayev, F","Pourramezanali, A",½-½,8.2,"Jan 09, 2020",D30 Queen's gambit declined,,,,,,
"Muradli, M","Al Hosani, O",1-0,8.3,"Jan 09, 2020","A15 English, 1...Nf6 (Anglo-Indian defense)",,,,,,
"Gadimbayli, A","Shanava, K",½-½,8.3,"Jan 09, 2020","D14 Queen's Gambit Declined Slav, exchange variation, 6.Bf4 Bf5",,,,,,
"Al Hosani, O","Mustafayev, F",0-1,9.1,"Jan 10, 2020",A53 Old Indian defence,,,,,,
"Shanava, K","Eynullayev, A",1-0,9.1,"Jan 10, 2020","B90 Sicilian, Najdorf",,,,,,
"Maghalashvili, D","Muradli, M",1-0,9.2,"Jan 10, 2020",A04 Reti opening,,,,,,
"Mousavi, S","Beydullayeva, G",½-½,9.3,"Jan 10, 2020","D31 Queen's Gambit Declined, 3.Nc3",,,,,,
"Johansen, D","Sandler, L",1-0,1.1,"Jan 04, 2020","D31 Queen's Gambit Declined, 3.Nc3",,,,,,
"Gong, D","Papin, V",0-1,1.2,"Jan 04, 2020","B48 Sicilian, Taimanov variation",,,,,,
"Steadman, M","Fernandez, D",0-1,1.3,"Jan 04, 2020",B07 Pirc defence,,,,,,
"Sandler, L","Fernandez, D",0-1,2.1,"Jan 05, 2020","B08 Pirc, classical (two knights) system",,,,,,
"Papin, V","Steadman, M",1-0,2.2,"Jan 05, 2020",D02 Queen's pawn game,,,,,,
"Johansen, D","Gong, D",1-0,2.3,"Jan 05, 2020","E94 King's Indian, orthodox variation",,,,,,
"Gong, D","Sandler, L",1-0,3.1,"Jan 05, 2020",B40 Sicilian defence,,,,,,
"Steadman, M","Johansen, D",0-1,3.2,"Jan 05, 2020","B43 Sicilian, Kan, 5.Nc3",,,,,,
"Fernandez, D","Papin, V",½-½,3.3,"Jan 05, 2020","A36 English, symmetrical variation",,,,,,
"Sandler, L","Papin, V",½-½,4.1,"Jan 06, 2020","A36 English, symmetrical variation",,,,,,
"Johansen, D","Fernandez, D",½-½,4.2,"Jan 06, 2020",A04 Reti opening,,,,,,
"Gong, D","Steadman, M",0-1,4.3,"Jan 06, 2020",A45 Queen's pawn game,,,,,,
"Steadman, M","Sandler, L",0-1,5.1,"Jan 07, 2020",A61 Benoni defence,,,,,,
"Fernandez, D","Gong, D",½-½,5.2,"Jan 07, 2020",B10 Caro-Kann defence,,,,,,
"Papin, V","Johansen, D",½-½,5.3,"Jan 07, 2020",E12 Queen's Indian defence,,,,,,
"Sandler, L","Johansen, D",½-½,6.1,"Jan 08, 2020","D47 Queen's Gambit Declined semi-Slav, 7.Bc4",,,,,,
"Papin, V","Gong, D",½-½,6.2,"Jan 08, 2020","E75 King's Indian, Averbakh, main line",,,,,,
"Fernandez, D","Steadman, M",1-0,6.3,"Jan 08, 2020",A13 English opening,,,,,,
"Fernandez, D","Sandler, L",1-0,7.1,"Jan 09, 2020",B40 Sicilian defence,,,,,,
"Steadman, M","Papin, V",0-1,7.2,"Jan 09, 2020","E46 Nimzo-Indian, 4.e3 O-O",,,,,,
"Gong, D","Johansen, D",0-1,7.3,"Jan 09, 2020",B56 Sicilian,,,,,,
